id,name,accuracy,power_points,priority,power,description,type_id
683,speed-swap,,10,0,,The user exchanges Speed stats with the target,14
684,smart-strike,,10,0,70,The user stabs the target with a sharp horn Thisattack never misses,9
685,purify,,20,0,,"The user heals the target’s status condition If themove succeeds, it also restores the user’s own HP",4
686,revelation-dance,100,15,0,90,The user attacks the target by dancing very hardThe user’s type determines the type of this move,1
687,core-enforcer,100,10,0,100,"If the Pokémon the user has inflicted damage onhave already used their moves, this move eliminatesthe effect of the target’s Ability",16
688,trop-kick,100,15,0,70,The user lands an intense kick of tropical origins onthe target This also lowers the target’s Attack stat,12
689,instruct,,15,0,,The user instructs the target to use the target’s lastmove again,14
690,beak-blast,100,15,-3,100,"The user first heats up its beak, and then it attacksthe target Making direct contact with the Pokémonwhile it’s heating up its beak results in a burn",3
691,clanging-scales,100,5,0,110,The user rubs the scales on its entire body andmakes a huge noise to attack the opposing PokémonThe user’s Defense stat goes down after the attack,16
692,dragon-hammer,100,15,0,90,The user uses its body like a hammer to attack thetarget and inflict damage,16
693,brutal-swing,100,20,0,60,The user swings its body around violently to inflictdamage on everything in its vicinity,17
694,aurora-veil,,20,0,,This move reduces damage from physical andspecial moves for five turns This can be used onlyin a hailstorm,15
695,sinister-arrow-raid,,1,0,180,"The user, Decidueye, creates countless arrowsusing its Z-Power and shoots the target withfull force",8
696,malicious-moonsault,,1,0,180,"The user, Incineroar, strengthens its body usingits Z-Power and crashes into the target withfull force",17
697,oceanic-operetta,,1,0,195,"The user, Primarina, summons a massive amount of water using its Z-Power and attacks the target with full force",11
698,guardian-of-alola,,1,0,,"The user, the Land Spirit Pokémon, obtains Alola’senergy using its Z-Power and attacks the target withfull force This reduces the target’s HP greatly",18
699,soul-stealing-7-star-strike,,1,0,195,"After obtaining Z-Power, the user, Marshadow,punches and kicks the target consecutivelywith full force",8
700,stoked-sparksurfer,,1,0,175,"After obtaining Z-Power, the user, Alolan Raichu,attacks the target with full force This move leavesthe target with paralysis",13
701,pulverizing-pancake,,1,0,210,"Z-Power brings out the true capabilities of the user,Snorlax The Pokémon moves its enormous bodyenergetically and attacks the target with full force",1
702,extreme-evoboost,,1,0,,"After obtaining Z-Power, the user, Eevee, getsenergy from its evolved friends and boosts itsstats sharply",1
703,genesis-supernova,,1,0,185,"After obtaining Z-Power, the user, Mew, attacksthe target with full force The terrain will be chargedwith psychic energy",14
704,shell-trap,100,5,-3,150,"The user sets a shell trap If the user is hit by aphysical move, the trap will explode and inflictdamage on the opposing Pokémon",10
705,fleur-cannon,90,5,0,130,The user unleashes a strong beam The attack’srecoil harshly lowers the user’s Sp Atk stat,18
706,psychic-fangs,100,10,0,85,The user bites the target with its psychiccapabilities This can also destroy Light Screenand Reflect,14
707,stomping-tantrum,100,10,0,75,"Driven by frustration, the user attacks the target Ifthe user’s previous move has failed, the power ofthis move doubles",5
708,shadow-bone,100,10,0,85,The user attacks by beating the target with abone that contains a spirit This may also lowerthe target’s Defense stat,8
709,accelerock,100,20,1,40,The user smashes into the target at high speedThis move always goes first,6
710,liquidation,100,10,0,85,The user slams into the target using a full-forceblast of water This may also lower the target’sDefense stat,11
711,prismatic-laser,100,10,0,160,The user shoots powerful lasers using the power ofa prism The user can’t move on the next turn,14
712,spectral-thief,100,10,0,90,"The user hides in the target’s shadow, stealsthe target’s stat boosts, and then attacks",8
713,sunsteel-strike,100,5,0,100,The user slams into the target with the force of ameteor This move can be used on the target regardless of its Abilities,9
714,moongeist-beam,100,5,0,100,The user emits a sinister ray to attack the targetThis move can be used on the target regardless of its Abilities,8
715,tearful-look,,20,0,,The user gets teary eyed to make the target loseits combative spirit This lowers the target’sAttack and Sp Atk stats,1
716,zing-zap,100,10,0,80,"A strong electric blast crashes down on the target,giving it an electric shock This may also make thetarget flinch",13
717,natures-madness,90,10,0,,The user hits the target with the force of natureIt halves the target’s HP,18
718,multi-attack,100,10,0,120,"Cloaking itself in high energy, the user slams into thetarget The memory held determines the move’s type",1
719,10-000-000-volt-thunderbolt,,1,0,195,"The user, Pikachu wearing a cap, powers up a jolt ofelectricity using its Z-Power and unleashes itCritical hits land more easily",13
720,mind-blown,100,5,0,150,The user attacks everything around it by causing itsown head to explode This also damages the user,10
721,plasma-fists,100,15,0,100,The user attacks with electrically charged fistsThis move changes Normal-type moves toElectric-type moves,13
722,photon-geyser,100,5,0,100,The user attacks a target with a pillar of light Thismove inflicts Attack or Sp Atk damage—whicheverstat is higher for the user,14
723,light-that-burns-the-sky,,1,0,200,"This attack inflicts Attack or Sp Atk damage—whichever stat is higher for the user, Necrozma This move ignores the target’s Ability",14
724,searing-sunraze-smash,,1,0,200,"After obtaining Z-Power, the user, Solgaleo,attacks the target with full force This move canignore the effect of the target’s Ability",9
725,menacing-moonraze-maelstrom,,1,0,200,"After obtaining Z-Power, the user, Lunala,attacks the target with full force This move canignore the effect of the target’s Ability",8
726,lets-snuggle-forever,,1,0,190,"After obtaining Z-Power, the user, Mimikyu,punches the target with full force",18
727,splintered-stormshards,,1,0,190,"After obtaining Z-Power, the user, Lycanroc,attacks the target with full force This move negatesthe effect on the battlefield",6
728,clangorous-soulblaze,,1,0,185,"After obtaining Z-Power, the user, Kommo-o,attacks the opposing Pokémon with full force Thismove boosts the user’s stats",16
729,zippy-zap,100,10,2,80,The user attacks the target with bursts of electricityat high speed This move always goes first and resultsin a critical hit,13
730,splishy-splash,100,15,0,90,The user charges a huge wave with electricity andhits the opposing Pokémon with the wave This mayalso leave the opposing Pokémon with paralysis,11
731,floaty-fall,95,15,0,90,"The user floats in the air, and then dives at a steepangle to attack the target This may also make thetarget flinch",3
732,pika-papow,,20,0,,"The more Pikachu loves its Trainer, the greater themove’s power It never misses",13
733,bouncy-bubble,100,20,0,60,The user attacks by shooting water bubbles at thetarget It then absorbs water and restores its HP by halfthe damage taken by the target,11
734,buzzy-buzz,100,20,0,60,The user shoots a jolt of electricity to attack the targetThis also leaves the target with paralysis,13
735,sizzly-slide,100,20,0,60,The user cloaks itself in fire and charges at the targetThis also leaves the target with a burn,10
736,glitzy-glow,95,15,0,80,The user bombards the target with telekinetic forceA wondrous wall of light is put up to weaken the powerof the opposing Pokémon’s special moves,14
737,baddy-bad,95,15,0,80,The user acts bad and attacks the targetA wondrous wall of light is put up to weaken the powerof the opposing Pokémon’s physical moves,17
738,sappy-seed,90,10,0,100,The user grows a gigantic stalk that scatters seedsto attack the target The seeds drain the target’sHP every turn,12
739,freezy-frost,90,10,0,100,The user attacks with a crystal made of cold frozenhaze It eliminates every stat change among all thePokémon engaged in battle,15
740,sparkly-swirl,85,5,0,120,The user attacks the target by wrapping it witha whirlwind of an overpowering scent This alsoheals all status conditions of the user’s party,18
741,veevee-volley,,20,0,,"The more Eevee loves its Trainer, the greater themove’s power It never misses",1
742,double-iron-bash,100,5,0,60,"The user rotates, centering the hex nut in its chest,and then strikes with its arms twice in a row This mayalso make the target flinch",9
743,max-guard,,10,4,,This move enables the user to protect itself fromall attacks Its chance of failing rises if it is usedin succession,1
744,dynamax-cannon,100,5,0,100,The user unleashes a strong beam from its coreThis move deals twice the damage if the targetis Dynamaxed,16
745,snipe-shot,100,15,0,80,"The user ignores the effects of opposing Pokémon’smoves and Abilities that draw in moves, allowing thismove to hit the chosen target",11
746,jaw-lock,100,10,0,80,This move prevents the user and the target fromswitching out until either of them faints The effect goesaway if either of the Pokémon leaves the field,17
747,stuff-cheeks,,10,0,,"The user eats its held Berry, then sharply raises itsDefense stat",1
748,no-retreat,,5,0,,This move raises all the user’s stats but preventsthe user from switching out or fleeing,2
749,tar-shot,100,15,0,,"The user pours sticky tar over the target, lowering thetarget’s Speed stat The target becomes weaker toFire-type moves",6
750,magic-powder,100,20,0,,The user scatters a cloud of magic powder thatchanges the target to Psychic type,14
751,dragon-darts,100,10,0,50,"The user attacks twice using Dreepy If there are twotargets, this move hits each target once",16
752,teatime,,10,0,,The user has teatime with all the Pokémon in the battleEach Pokémon eats its held Berry,1
753,octolock,100,15,0,,The user locks the target in and prevents it fromfleeing This move also lowers the target’s Defenseand Sp Def every turn,2
754,bolt-beak,100,10,0,85,"The user stabs the target with its electrified beakIf the user attacks before the target, the power of thismove is doubled",13
755,fishious-rend,100,10,0,85,"The user rends the target with its hard gillsIf the user attacks before the target, the power of thismove is doubled",11
756,court-change,100,10,0,,"With its mysterious power, the user swaps the effects oneither side of the field",1
757,max-flare,,10,0,100,This is a Fire-type attack Dynamax Pokémon useThe user intensifies the sun for five turns,10
758,max-flutterby,,10,0,10,This is a Bug-type attack Dynamax Pokémon useThis lowers the target’s Sp Atk stat,7
759,max-lightning,,10,0,10,This is an Electric-type attack Dynamax Pokémon useThe user turns the ground into Electric Terrain forfive turns,13
760,max-strike,,10,0,10,This is a Normal-type attack Dynamax Pokémon useThis lowers the target’s Speed stat,1
761,max-knuckle,,10,0,10,This is a Fighting-type attack Dynamax Pokémon useThis raises ally Pokémon’s Attack stats,2
762,max-phantasm,,10,0,10,This is a Ghost-type attack Dynamax Pokémon useThis lowers the target’s Defense stat,8
763,max-hailstorm,,10,0,10,This is an Ice-type attack Dynamax Pokémon useThe user summons a hailstorm lasting five turns,15
764,max-ooze,,10,0,10,This is a Poison-type attack Dynamax Pokémon useThis raises ally Pokémon’s Sp Atk stats,4
765,max-geyser,,10,0,10,This is a Water-type attack Dynamax Pokémon useThe user summons a heavy rain that falls forfive turns,11
766,max-airstream,,10,0,10,This is a Flying-type attack Dynamax Pokémon useThis raises ally Pokémon’s Speed stats,3
767,max-starfall,,10,0,10,This is a Fairy-type attack Dynamax Pokémon useThe user turns the ground into Misty Terrain forfive turns,18
768,max-wyrmwind,,10,0,10,This is a Dragon-type attack Dynamax Pokémon useThis lowers the target’s Attack stat,16
769,max-mindstorm,,10,0,10,This is a Psychic-type attack Dynamax Pokémon useThe user turns the ground into Psychic Terrain forfive turns,14
770,max-rockfall,,10,0,10,This is a Rock-type attack Dynamax Pokémon useThe user summons a sandstorm lasting five turns,6
771,max-quake,,10,0,10,This is a Ground-type attack Dynamax Pokémon useThis raises ally Pokémon’s Sp Def stats,5
772,max-darkness,,10,0,10,This is a Dark-type attack Dynamax Pokémon useThis lowers the target’s Sp Def stat,17
773,max-overgrowth,,10,0,10,This is a Grass-type attack Dynamax Pokémon useThe user turns the ground into Grassy Terrain forfive turns,12
774,max-steelspike,,10,0,10,This is a Steel-type attack Dynamax Pokémon useThis raises ally Pokémon’s Defense stats,9
775,clangorous-soul,100,5,0,,The user raises all its stats by using some of its HP,16
776,body-press,100,10,0,80,"The user attacks by slamming its body into the targetThe higher the user’s Defense, the more damage it caninflict on the target",2
777,decorate,,15,0,,The user sharply raises the target’s Attack and Sp Atkstats by decorating the target,18
778,drum-beating,100,10,0,80,"The user plays its drum, controlling the drum’s rootsto attack the target This also lowers the target’sSpeed stat",12
779,snap-trap,100,15,0,35,The user snares the target in a snap trap for four tofive turns,12
780,pyro-ball,90,5,0,120,The user attacks by igniting a small stone and launchingit as a fiery ball at the target This may also leave thetarget with a burn,10
781,behemoth-blade,100,5,0,100,The user becomes a gigantic sword and cuts the targetThis move deals twice the damage if the targetis Dynamaxed,9
782,behemoth-bash,100,5,0,100,The user becomes a gigantic shield and slams intothe target This move deals twice the damage if thetarget is Dynamaxed,9
783,aura-wheel,100,10,0,110,Morpeko attacks and raises its Speed with the energystored in its cheeks This move’s type changesdepending on the user’s form,13
784,breaking-swipe,100,15,0,60,The user swings its tough tail wildly and attacksopposing Pokémon This also lowers their Attack stats,16
785,branch-poke,100,40,0,40,The user attacks the target by poking it with a sharplypointed branch,12
786,overdrive,100,10,0,80,"The user attacks opposing Pokémon by twanginga guitar or bass guitar, causing a huge echo andstrong vibration",13
787,apple-acid,100,10,0,80,The user attacks the target with an acidic liquid createdfrom tart apples This also lowers the target’sSp Def stat,12
788,grav-apple,100,10,0,80,The user inflicts damage by dropping an apple fromhigh above This also lowers the target’s Defense stat,12
789,spirit-break,100,15,0,75,The user attacks the target with so much force that itcould break the target’s spirit This also lowers thetarget’s Sp Atk stat,18
790,strange-steam,95,10,0,90,The user attacks the target by emitting steamThis may also confuse the target,18
791,life-dew,,10,0,,The user scatters mysterious water around and restoresthe HP of itself and its ally Pokémon in the battle,11
792,obstruct,100,10,4,,This move enables the user to protect itself from all attacksIts chance of failing rises if it is used in successionDirect contact harshly lowers the attacker’s Defense stat,17
793,false-surrender,,10,0,80,"The user pretends to bow its head, but then it stabs thetarget with its disheveled hair This attack never misses",17
794,meteor-assault,100,5,0,150,"The user attacks wildly with its thick leekThe user can’t move on the next turn, because theforce of this move makes it stagger",2
795,eternabeam,90,5,0,160,This is Eternatus’s most powerful attack in its originalform The user can’t move on the next turn,16
796,steel-beam,95,5,0,140,The user fires a beam of steel that it collected from itsentire body This also damages the user,9
797,expanding-force,100,10,0,80,The user attacks the target with its psychic powerThis move’s power goes up and damages all opposingPokémon on Psychic Terrain,14
798,steel-roller,100,5,0,130,The user attacks while destroying the terrain This movefails when the ground hasn’t turned into a terrain,9
799,scale-shot,90,20,0,25,The user attacks by shooting scales two to five timesin a row This move boosts the user’s Speed stat butlowers its Defense stat,16
800,meteor-beam,90,10,0,120,"In this two-turn attack, the user gathers space powerand boosts its Sp Atk stat, then attacks the targeton the next turn",6
801,shell-side-arm,100,10,0,90,"This move inflicts physical or special damage,whichever will be more effective This may also poisonthe target",4
802,misty-explosion,100,5,0,100,The user attacks everything around it and faints uponusing this move This move’s power is increased onMisty Terrain,18
803,grassy-glide,100,20,0,70,"Gliding on the ground, the user attacks the targetThis move always goes first on Grassy Terrain",12
804,rising-voltage,100,20,0,70,The user attacks with electric voltage rising fromthe ground This move’s power doubles when the targetis on Electric Terrain,13
805,terrain-pulse,100,10,0,50,The user utilizes the power of the terrain to attackThis move’s type and power changes depending onthe terrain when it’s used,1
806,skitter-smack,90,10,0,70,The user skitters behind the target to attack This alsolowers the target’s Sp Atk stat,7
807,burning-jealousy,100,5,0,70,The user attacks with energy from jealousy This leavesall opposing Pokémon that have had their stats boostedduring the turn with a burn,10
808,lash-out,100,5,0,75,"The user lashes out to vent its frustration towardthe target If the user’s stats were lowered during thisturn, the power of this move is doubled",17
809,poltergeist,90,5,0,110,The user attacks the target by controlling the target’sitem The move fails if the target doesn’t have an item,8
810,corrosive-gas,100,40,0,,The user surrounds everything around it withhighly acidic gas and melts away items they hold,4
811,coaching,,10,0,,"The user properly coaches its ally Pokémon,boosting their Attack and Defense stats",2
812,flip-turn,100,20,0,60,"After making its attack, the user rushes back toswitch places with a party Pokémon in waiting",11
813,triple-axel,90,10,0,20,A consecutive three-kick attack that becomes morepowerful with each successful hit,15
814,dual-wingbeat,90,10,0,40,The user slams the target with its wingsThe target is hit twice in a row,3
815,scorching-sands,100,10,0,70,The user throws scorching sand at the target to attackThis may also leave the target with a burn,5
816,jungle-healing,,10,0,,"The user becomes one with the jungle, restoring HPand healing any status conditions of itself and its allyPokémon in battle",12
817,wicked-blow,100,5,0,80,"The user, having mastered the Dark style, strikes thetarget with a fierce blow This attack always resultsin a critical hit",17
818,surging-strikes,100,5,0,25,"The user, having mastered the Water style, strikes thetarget with a flowing motion three times in a row Thisattack always results in a critical hit",11
819,thunder-cage,90,15,0,80,The user traps the target in a cage of sparkingelectricity for four to five turns,13
820,dragon-energy,100,5,0,150,"Converting its life-force into power, the user attacksopposing Pokémon The lower the user’s HP, the lowerthe move’s power",16
821,freezing-glare,100,10,0,90,The user shoots its psychic power from its eyesto attack This may also leave the target frozen,14
822,fiery-wrath,100,10,0,90,The user transforms its wrath into a fire-like aurato attack This may also make opposing Pokémon flinch,17
823,thunderous-kick,100,10,0,90,The user overwhelms the target with lightning-likemovement before delivering a kick This also lowersthe target’s Defense stat,2
824,glacial-lance,100,5,0,130,The user attacks by hurling a blizzard-cloakedicicle lance at opposing Pokémon,15
825,astral-barrage,100,5,0,120,The user attacks by sending a frightful amount of smallghosts at opposing Pokémon,8
826,eerie-spell,100,5,0,80,The user attacks with its tremendous psychic powerThis also removes 3 PP from the target’s last move,14
10001,shadow-rush,100,,0,55,,10002
10002,shadow-blast,100,,0,80,,10002
10003,shadow-blitz,100,,0,40,,10002
10004,shadow-bolt,100,,0,75,,10002
10005,shadow-break,100,,0,75,,10002
10006,shadow-chill,100,,0,75,,10002
10007,shadow-end,60,,0,120,,10002
10008,shadow-fire,100,,0,75,,10002
10009,shadow-rave,100,,0,70,,10002
10010,shadow-storm,100,,0,95,,10002
10011,shadow-wave,100,,0,50,,10002
10012,shadow-down,100,,0,,,10002
10013,shadow-half,100,,0,,,10002
10014,shadow-hold,,,0,,,10002
10015,shadow-mist,100,,0,,,10002
10016,shadow-panic,90,,0,,,10002
10017,shadow-shed,,,0,,,10002
10018,shadow-sky,,,0,,,10002
